ID,School,Count,Grade
1664,87,29,12
1665,5,35,1
1666,28,10,3
1667,36,18,10
1668,61,42,1
1669,87,32,12
1670,35,41,10
1671,1,29,10
1672,79,12,1
1673,50,25,10
1674,57,32,12
1675,77,30,11
1676,93,40,10
1677,47,28,9
1678,53,45,2
1679,89,39,2
1680,37,31,10
1681,68,27,6
1682,5,45,2
1683,17,16,8
1684,26,46,11
1685,19,15,4
1686,15,24,3
1687,4,45,5
1688,25,19,4
1689,32,12,8
1690,52,31,9
1691,92,22,5
1692,58,40,3
1693,17,34,1
1694,47,41,3
1695,75,46,2
1696,64,21,3
1697,59,42,12
1698,84,36,4
1699,16,44,12
1700,1,30,1
1701,88,48,7
1702,10,15,8
1703,21,24,11
1704,19,47,3
1705,55,41,8
1706,7,17,8
1707,31,50,7
1708,45,29,4
1709,60,12,11
1710,18,42,11
1711,89,27,1
1712,84,39,5
1713,76,26,6
1714,14,49,6
1715,30,11,3
1716,19,17,4
1717,37,26,11
1718,99,44,6
1719,33,42,12
1720,84,31,1
1721,73,10,10
1722,7,25,6
1723,38,32,4
1724,7,31,6
1725,75,27,9
1726,48,37,11
1727,68,34,5
1728,77,22,2
1729,94,50,7
1730,78,29,3
1731,38,30,1
1732,37,18,6
1733,31,17,5
1734,62,33,8
1735,74,43,6
1736,4,28,2
1737,16,45,5
1738,75,34,2
1739,30,22,4
1740,22,50,3
1741,31,19,8
1742,81,27,5
1743,22,38,8
1744,43,11,6
1745,43,41,8
1746,39,38,8
1747,11,47,5
1748,44,31,9
1749,43,26,7
1750,80,20,10
1751,25,22,7
1752,77,24,12
1753,21,27,11
1754,74,30,2
1755,94,14,8
1756,67,45,3
1757,82,14,1
1758,91,22,12
1759,2,37,11
1760,33,37,9
1761,82,47,2
1762,61,47,7
1763,74,20,3
1764,27,16,8
1765,24,15,6
1766,38,13,11
1767,75,50,6
1768,49,17,10
1769,74,32,4
1770,6,28,1
1771,95,15,8
1772,82,33,8
1773,54,48,7
1774,39,22,8
1775,13,21,12
1776,67,32,7
1777,11,29,10
1778,26,34,4
1779,26,46,12
1780,4,31,10
1781,76,14,3
1782,6,28,2
1783,96,23,4
1784,2,19,4
1785,89,31,3
1786,7,47,4
1787,97,40,2
1788,56,18,10
1789,28,46,4
1790,14,17,12
1791,85,13,7
1792,55,34,12
1793,23,12,6
1794,58,27,3
1795,4,44,10
1796,5,14,5
1797,88,31,6
1798,43,11,9
1799,68,37,6
1800,88,44,11
1801,58,14,3
1802,39,32,11
1803,93,25,9
1804,89,46,5
1805,70,31,8
1806,78,48,4
1807,11,46,2
1808,93,23,12
1809,10,11,7
1810,28,17,12
1811,21,29,5
1812,95,49,9
1813,52,10,8
1814,6,16,7
1815,37,25,6
1816,83,42,6
1817,94,40,12
1818,3,19,3
1819,40,50,10
1820,24,38,4
1821,28,37,12
1822,45,47,11
1823,5,19,10
1824,30,17,3
1825,15,16,11
1826,32,45,3
1827,35,45,1
1828,68,30,4
1829,17,45,8
1830,67,14,1
1831,67,37,6
1832,83,45,7
1833,44,38,12
1834,9,10,1
1835,45,25,9
1836,95,30,4
1837,67,10,1
1838,79,12,1
1839,68,47,12
1840,90,13,1
1841,30,50,5
1842,53,12,7
1843,96,10,10
1844,95,19,11
1845,85,44,10
1846,56,14,1
1847,25,23,12
1848,94,26,9
1849,8,39,7
1850,89,10,10
1851,69,36,10
1852,97,41,6
1853,25,18,11
1854,52,10,5
1855,80,32,4
1856,44,35,5
1857,71,36,2
1858,61,37,10
1859,3,29,3
1860,12,34,8
1861,16,46,1
1862,47,18,4
1863,74,29,6
1864,87,38,9
1865,26,26,2
1866,85,10,9
1867,81,14,4
1868,54,29,1
1869,56,35,5
1870,78,25,11
1871,38,17,8
1872,97,17,12
1873,92,22,4
1874,55,50,11
1875,48,22,10
1876,98,48,9
1877,43,13,4
1878,63,32,6
1879,45,38,8
1880,53,25,10
1881,68,47,2
1882,90,46,9
1883,29,47,6
1884,86,38,2
1885,90,32,8
1886,25,42,7
1887,73,43,8
1888,54,29,3
1889,41,41,11
1890,17,10,7
1891,27,28,11
1892,78,11,3
1893,7,44,9
1894,74,10,6
1895,89,25,11
1896,92,48,10
1897,86,42,1
1898,52,44,3
1899,98,24,6
1900,46,17,6
1901,71,27,12
1902,63,22,1
1903,90,23,12
1904,30,39,5
1905,20,45,3
1906,24,43,8
1907,67,47,6
1908,59,35,3
1909,44,43,3
1910,9,48,12
1911,48,46,8
1912,56,38,3
1913,60,11,7
1914,11,19,12
1915,66,28,6
1916,37,37,7
1917,88,27,12
1918,60,15,1
1919,93,39,10
1920,87,23,4
1921,25,17,7
1922,85,37,5
1923,79,15,7
1924,32,26,3
1925,43,15,6
1926,45,39,9
1927,7,20,6
1928,59,25,8
1929,77,48,1
1930,4,16,10
1931,25,46,5
1932,32,47,9
1933,41,19,12
1934,72,41,12
1935,92,38,6
1936,94,34,1
1937,9,42,1
1938,95,45,8
1939,8,40,12
1940,36,30,12
1941,94,40,6
1942,26,13,7
1943,30,45,5
1944,60,49,4
1945,57,37,8
1946,92,25,2
1947,81,35,6
1948,22,15,9
1949,10,35,4
1950,65,42,2
1951,62,43,7
1952,37,38,8
1953,20,14,10
1954,26,24,3
1955,98,30,10
1956,92,46,10
1957,32,20,11
1958,57,16,7
1959,92,41,8
1960,18,15,6
1961,25,14,6
1962,6,29,5
1963,60,10,1
1964,19,43,12
1965,10,17,1
1966,13,38,4
1967,24,50,4
1968,60,17,6
1969,45,49,8
1970,61,34,4
1971,82,14,4
1972,9,29,6
1973,53,14,5
1974,56,14,5
1975,13,20,4
1976,85,31,1
1977,58,11,8
1978,23,36,1
1979,4,17,2
1980,27,37,3
1981,10,30,5
1982,77,50,3
1983,91,11,10
1984,79,14,10
1985,86,50,8
1986,47,45,1
1987,4,32,2
1988,48,38,3
1989,89,45,9
1990,3,37,3
1991,75,49,12
1992,94,45,6
1993,89,27,2
1994,6,47,2
1995,85,50,5
1996,61,44,4
1997,86,35,12
1998,67,25,2
1999,96,25,11
2000,11,31,3
2001,49,31,3
2002,87,26,11
2003,92,17,4
2004,33,40,3
2005,20,10,9
2006,22,43,11
2007,37,27,9
2008,33,28,10
2009,6,23,7
2010,29,17,4
2011,39,41,10
2012,30,36,10
2013,83,31,2
2014,25,39,6
2015,72,41,4
2016,68,19,9
2017,33,34,6
2018,97,29,3
2019,9,23,1
2020,30,43,4
2021,43,40,4
2022,93,37,7
2023,23,22,8
2024,79,35,11
2025,19,39,1
2026,8,49,9
2027,13,22,1
2028,91,44,12
2029,71,12,3
2030,71,33,9
2031,77,50,8
2032,1,16,8
2033,21,29,6
2034,76,41,2
2035,49,28,8
2036,82,20,9
2037,95,44,1
2038,57,17,7
2039,76,16,6
2040,86,32,5
2041,50,28,11
2042,94,14,5
2043,60,48,3
2044,73,10,7
2045,94,42,3
2046,11,31,4
2047,6,31,7
2048,38,30,3
2049,22,13,12
2050,99,23,5
2051,27,28,8
2052,77,36,11
2053,3,13,10
2054,43,37,12
2055,71,32,10
2056,75,47,10
2057,19,19,5
2058,99,30,12
2059,65,35,1
2060,49,25,1
2061,58,31,6
2062,8,37,12
2063,42,25,9
2064,58,27,2
2065,86,14,2
2066,1,20,11
2067,77,10,10
2068,19,12,4
2069,64,26,6
2070,62,19,8
2071,99,50,8
2072,21,12,1
2073,1,38,8
2074,31,25,1
2075,63,15,8
2076,4,20,2
2077,84,42,5
2078,49,14,5
2079,43,13,4
2080,39,16,3
2081,97,26,11
2082,48,40,6
2083,33,50,11
2084,66,30,7
2085,33,30,1
2086,91,43,7
2087,67,26,3
2088,33,38,8
2089,80,17,1
2090,94,31,4
2091,45,23,11
2092,2,34,5
2093,40,50,8
2094,90,33,12
2095,59,40,2
2096,78,37,4
2097,91,21,11
2098,11,23,3
2099,22,48,11
2100,46,32,10
2101,4,14,4
2102,82,12,2
2103,47,29,4
2104,46,19,4
2105,3,25,6
2106,21,26,12
2107,52,16,10
2108,72,37,11
2109,54,10,2
2110,21,26,12
2111,71,47,3
2112,35,22,4
2113,72,29,3
2114,3,28,10
2115,22,32,2
2116,97,25,1
2117,76,19,9
2118,17,28,9
2119,39,20,1
2120,47,39,2
2121,68,11,3
2122,98,36,3
2123,46,19,8
2124,76,29,6
2125,48,46,6
2126,73,29,7
2127,54,12,12
2128,27,38,12
2129,5,39,10
2130,33,49,10
2131,79,36,9
2132,100,48,11
2133,45,45,2
2134,79,49,12
2135,66,20,8
2136,92,42,5
2137,39,32,4
2138,66,31,1
2139,34,16,10
2140,13,21,6
2141,87,13,8
2142,37,28,8
2143,80,31,10
2144,5,27,4
2145,88,14,9
2146,4,36,2
2147,24,21,12
2148,58,29,12
2149,14,27,11
2150,87,15,12
2151,40,30,2
2152,42,28,3
2153,9,23,4
2154,20,30,2
2155,11,14,10
2156,33,47,7
2157,54,41,12
2158,36,25,10
2159,88,13,6
2160,29,33,2
2161,6,15,6
2162,70,18,6
2163,96,32,10
2164,5,37,6
2165,13,25,10
2166,96,18,11
2167,11,19,12
2168,7,34,6
2169,6,32,9
2170,10,11,1
2171,29,29,10
2172,18,18,10
2173,4,28,8
2174,46,23,3
2175,76,44,1
2176,49,13,9
2177,34,13,8
2178,61,14,5
2179,20,40,4
2180,3,23,5
2181,2,29,12
2182,41,39,12
2183,35,28,6
2184,32,49,5
2185,59,24,6
2186,89,17,9
2187,8,20,1
2188,92,15,10
2189,79,49,5
2190,53,47,1
2191,76,39,4
2192,85,24,9
2193,41,39,5
2194,81,19,9
2195,57,47,12
2196,91,24,1
2197,32,35,1
2198,67,43,1
2199,46,45,12
2200,67,15,6
2201,40,31,5
2202,62,12,1
2203,11,26,7
2204,63,45,1
2205,78,31,3
2206,49,30,12
2207,51,10,6
2208,94,17,5
2209,88,33,11
2210,85,31,6
2211,100,10,8
2212,54,27,12
2213,40,35,3
2214,29,40,4
2215,62,32,6
2216,70,40,9
2217,29,20,3
2218,61,32,3
2219,84,14,3
2220,29,30,12
2221,66,20,8
2222,96,45,8
2223,24,27,2
2224,18,38,10
2225,99,29,3
2226,100,10,6
2227,36,18,11
2228,18,30,8
2229,10,13,7
2230,32,16,2
2231,73,15,12
2232,41,45,12
2233,34,21,8
2234,78,14,6
2235,1,30,5
2236,1,28,7
2237,16,15,11
2238,56,49,12
2239,43,22,10
2240,36,19,5
2241,80,17,1
2242,69,45,9
2243,13,32,9
2244,70,33,10
2245,28,28,8
2246,17,46,5
2247,6,31,3
2248,32,20,6
2249,33,43,12
2250,28,11,3
2251,62,19,9
2252,99,38,11
2253,25,46,8
2254,58,15,12
2255,16,23,6
2256,65,45,12
2257,66,33,5
2258,59,38,1
2259,32,20,12
2260,72,17,3
2261,50,42,11
2262,42,38,3
2263,11,25,9
2264,20,49,2
2265,43,18,3
2266,15,38,12
2267,67,32,8
2268,58,17,2
2269,41,39,8
2270,74,13,4
2271,27,26,6
2272,33,44,11
2273,83,49,6
2274,61,34,12
2275,58,21,4
2276,2,23,11
2277,36,15,5
2278,94,40,2
2279,19,29,9
2280,67,33,2
2281,54,32,10
2282,65,26,10
2283,63,45,5
2284,12,43,5
2285,54,20,1
2286,30,42,8
2287,86,46,5
2288,55,14,4
2289,3,39,6
2290,72,38,1
2291,37,49,7
2292,64,35,8
2293,96,11,11
2294,18,17,6
2295,56,20,3
2296,83,20,1
2297,44,41,3
2298,51,33,7
2299,33,36,2
2300,69,13,1
2301,13,34,9
2302,49,11,7
2303,93,33,6
2304,60,39,12
2305,15,31,3
2306,54,18,6
2307,53,22,8
2308,14,22,3
2309,50,41,5
2310,28,32,10
2311,74,23,1
2312,33,36,7
2313,90,16,12
2314,51,39,10
2315,90,17,7
2316,9,33,12
2317,64,32,4
2318,5,25,4
2319,16,32,8
2320,38,27,5
2321,66,27,11
2322,94,17,2
2323,9,43,5
2324,90,11,3
2325,62,30,3
2326,84,30,7
2327,60,37,4
2328,68,36,3
2329,54,28,4
2330,43,47,10
2331,81,47,4
2332,92,27,1
2333,54,29,12
2334,33,26,3
2335,26,34,10
2336,92,29,2
2337,74,22,3
2338,67,19,9
2339,52,27,12
2340,43,15,6
2341,62,21,5
2342,35,50,6
2343,82,42,2
2344,75,48,10
2345,46,14,10
2346,66,41,5
2347,86,27,9
2348,94,42,1
2349,99,43,4
2350,59,17,3
2351,57,16,4
2352,71,20,8
2353,18,36,3
2354,44,21,6
2355,24,19,2
2356,66,13,5
2357,2,19,1
2358,78,34,9
2359,53,46,10
2360,80,32,2
2361,34,26,8
2362,93,44,12
2363,1,40,2
2364,99,16,3
2365,61,11,1
2366,63,31,2
2367,69,19,7
2368,81,34,2
2369,30,28,10
2370,64,14,5
2371,26,28,5
2372,43,28,3
2373,18,38,10
2374,67,11,3
2375,4,37,8
2376,16,49,8
2377,88,47,3
2378,74,27,3
2379,46,26,10
2380,23,18,4
2381,44,18,3
2382,55,11,5
2383,3,23,8
2384,69,28,8
2385,97,27,1
2386,58,31,8
2387,14,28,3
2388,100,42,8
2389,86,12,12
2390,77,28,7
2391,15,38,8
2392,53,14,9
2393,72,40,7
2394,73,37,4
2395,25,49,7
2396,82,28,12
2397,1,14,2
2398,7,45,4
2399,38,13,1
2400,18,28,6
2401,31,38,4
2402,79,24,11
2403,24,34,11
2404,93,10,12
2405,39,41,10
2406,79,11,4
2407,75,36,1
2408,86,38,11
2409,23,42,7
2410,39,49,8
2411,53,29,6
2412,9,14,9
2413,78,49,8
2414,18,16,4
2415,87,28,7
2416,86,11,3
2417,22,40,3
2418,3,50,8
2419,24,34,3
2420,68,45,3
2421,5,14,6
2422,51,15,2
2423,9,12,5
2424,52,27,6
2425,80,15,1
2426,66,30,6
2427,45,24,5
2428,47,44,12
2429,48,28,3
2430,97,40,1
2431,54,48,4
2432,17,48,11
2433,93,26,5
2434,74,47,2
2435,4,29,3
2436,39,46,5
2437,33,33,7
2438,73,28,8
2439,39,49,10
2440,20,38,11
2441,8,41,12
2442,91,45,5
2443,63,29,7
2444,4,40,12
2445,52,22,8
2446,68,47,12
2447,14,29,9
2448,49,19,11
2449,28,21,11
2450,28,40,12
2451,56,35,11
2452,79,38,10
2453,86,35,2
2454,94,24,6
2455,72,20,3
2456,20,13,9
2457,11,49,11
2458,55,48,4
2459,40,39,3
2460,76,20,3
2461,87,41,4
2462,70,40,7
2463,62,39,2
2464,12,42,3
2465,79,31,6
2466,72,15,10
2467,5,49,7
2468,35,14,12
2469,49,36,12
2470,62,42,7
2471,44,13,6
2472,53,37,5
2473,69,22,10
2474,52,40,4
2475,98,32,10
2476,4,25,9
2477,82,27,12
2478,85,33,10
2479,87,26,9
2480,97,35,9
2481,56,20,6
2482,98,38,12
2483,17,19,1
2484,69,31,2
2485,71,13,9
2486,22,19,12
2487,14,40,10
2488,27,40,6
2489,92,32,4
2490,69,13,3
2491,5,46,12
2492,54,39,3
2493,36,32,11
2494,49,41,4
2495,60,45,7
2496,66,17,2
2497,94,14,1
2498,31,44,6
2499,12,47,6
2500,61,38,8
2501,67,39,5
2502,31,27,8
2503,65,18,7
2504,73,20,3
2505,59,18,1
2506,55,30,11
2507,18,21,8
2508,23,18,8
2509,42,13,12
2510,1,49,8
2511,96,49,1
2512,70,23,12
2513,26,14,10
2514,51,32,11
2515,8,36,10
2516,18,14,8
2517,64,21,12
2518,64,44,6
2519,87,44,8
2520,17,22,1
2521,33,44,12
2522,91,36,5
2523,3,39,11
2524,1,36,1
2525,89,45,5
2526,70,33,4
2527,19,23,6
2528,71,22,2
2529,30,16,12
2530,62,26,11
2531,31,34,3
2532,63,12,2
2533,77,36,4
2534,69,46,8
2535,30,24,1
2536,83,25,10
2537,51,50,8
2538,35,20,12
2539,46,23,3
2540,20,31,9
2541,17,18,4
2542,73,34,6
2543,72,20,3
2544,58,31,2
2545,9,44,4
2546,17,43,1
2547,66,41,5
2548,47,46,2
2549,27,39,10
2550,26,20,3
2551,20,44,8
2552,46,35,5
2553,90,30,12
2554,51,38,6
2555,96,42,3
2556,80,45,3
2557,97,45,10
2558,55,27,5
2559,55,19,7
2560,11,22,10
2561,13,30,9
2562,54,42,9
2563,69,16,2
2564,50,33,4
2565,37,17,4
2566,34,25,11
2567,14,23,5
2568,46,27,6
2569,38,46,3
2570,17,44,1
2571,76,31,11
2572,7,13,10
2573,67,22,8
2574,91,34,11
2575,26,32,2
2576,92,31,11
2577,3,14,1
2578,26,43,9
2579,4,47,9
2580,59,21,4
2581,44,19,4
2582,20,35,4
2583,35,17,9
2584,63,11,6
2585,79,30,9
2586,70,46,6
2587,74,36,7
2588,13,16,11
2589,82,12,3
2590,33,19,6
2591,41,38,4
2592,79,39,9
2593,88,27,11
2594,52,47,11
2595,27,32,3
2596,62,32,10
2597,19,16,5
2598,6,44,3
2599,86,39,4
2600,1,37,5
2601,14,35,1
2602,23,48,5
2603,27,43,10
2604,76,33,12
2605,74,38,9
2606,52,40,12
2607,64,42,5
2608,60,50,5
2609,83,40,10
2610,60,44,6
2611,18,35,1
2612,63,32,9
2613,67,25,8
2614,95,48,6
2615,15,43,3
2616,78,30,11
2617,79,15,7
2618,35,43,2
2619,72,10,8
2620,87,30,4
2621,72,37,8
2622,45,42,4
2623,78,49,9
2624,1,33,5
2625,25,47,1
2626,97,17,11
2627,23,39,12
2628,89,45,6
2629,44,34,3
2630,50,33,12
2631,13,19,6
2632,95,30,12
2633,12,13,4
2634,61,50,7
2635,20,33,8
2636,83,10,12
2637,88,25,7
2638,42,16,7
2639,16,27,11
2640,35,23,5
2641,18,26,9
2642,3,42,4
2643,20,24,8
2644,33,22,11
2645,78,23,11
2646,5,31,5
2647,71,29,9
2648,37,22,4
2649,7,47,4
2650,98,32,1
2651,83,15,10
2652,8,13,8
2653,68,15,7
2654,47,21,3
2655,20,26,4
2656,18,40,3
2657,74,18,9
2658,28,34,5
2659,72,45,4
2660,93,47,3
2661,90,42,3
2662,57,46,12
2663,78,16,11
2664,33,29,2
2665,77,14,7
2666,42,39,7
2667,14,44,9
2668,60,38,5
2669,55,25,3
2670,72,30,2
2671,27,10,11
2672,64,32,11
2673,75,36,6
2674,60,22,3
2675,58,10,6
2676,82,40,11
2677,8,13,1
2678,56,48,3
2679,32,32,4
2680,90,11,4
2681,36,48,2
2682,72,38,6
2683,53,41,6
2684,89,38,7
2685,11,41,1
2686,57,18,8
2687,36,46,9
2688,61,45,10
2689,44,31,5
2690,61,19,3
2691,1,34,3
2692,82,38,2
2693,71,44,5
2694,98,40,6
2695,45,17,7
2696,13,33,1
2697,94,35,10
2698,31,21,11
2699,94,12,11
2700,71,44,11
2701,58,43,7
2702,7,50,7
2703,66,20,9
2704,97,15,11
2705,71,16,10
2706,48,41,5
2707,2,14,12
2708,12,22,6
2709,90,35,1
2710,77,43,6
2711,64,43,4
2712,65,41,11
2713,44,14,3
2714,55,37,10
2715,54,19,10
2716,50,17,3
2717,80,21,6
2718,81,34,1
2719,20,44,9
2720,17,23,9
2721,49,25,10
2722,46,21,4
2723,86,22,5
2724,57,41,6
2725,55,16,2
2726,22,18,7
2727,62,39,7
2728,21,22,4
2729,57,29,11
2730,12,26,2
2731,40,37,4
2732,49,46,4
2733,56,23,4
2734,19,36,2
2735,26,19,9
2736,89,16,10
2737,21,18,11
2738,87,17,12
2739,87,23,11
2740,23,27,11
2741,64,12,6
2742,31,48,12
2743,32,21,12
2744,35,27,3
2745,56,31,6
2746,89,21,8
2747,1,49,3
2748,48,43,7
2749,75,19,5
2750,86,38,9
2751,85,33,4
2752,98,38,3
2753,76,30,7
2754,56,16,5
2755,21,21,4
2756,14,15,10
2757,94,15,5
2758,35,37,1
2759,71,19,12
2760,31,14,12
2761,61,37,4
2762,71,32,8
2763,19,39,11
2764,71,18,10
2765,52,20,8
2766,95,38,10
2767,71,33,6
2768,2,33,8
2769,20,37,9
2770,44,17,8
2771,89,32,12
2772,15,21,1
2773,39,15,3
2774,60,11,12
2775,98,29,7
2776,63,12,6
2777,5,18,5
2778,71,26,4
2779,78,42,10
2780,3,11,4
2781,36,11,6
2782,27,47,6
2783,70,12,9
2784,62,48,12
2785,19,17,4
2786,6,29,4
2787,49,14,5
2788,99,48,2
2789,23,21,7
2790,6,32,1
2791,9,41,5
2792,61,41,7
2793,81,43,8
2794,47,48,2
2795,24,25,5
2796,30,24,1
2797,28,13,10
2798,92,34,3
2799,28,50,8
2800,31,37,3
2801,95,25,8
2802,93,29,6
2803,38,15,3
2804,53,26,12
2805,11,37,2
2806,14,15,9
2807,89,46,6
2808,97,37,1
2809,46,22,9
2810,88,46,12
2811,18,29,3
2812,33,36,7
2813,17,24,8
2814,38,13,1
2815,42,43,12
2816,33,46,2
2817,95,19,5
2818,10,40,8
2819,89,41,2
2820,89,37,6
2821,49,14,10
2822,35,46,2
2823,58,30,7
2824,35,26,10
2825,58,43,5
2826,63,38,4
2827,94,33,5
2828,52,27,7
2829,46,15,6
2830,36,31,10
2831,28,48,10
2832,53,21,11
2833,11,49,7
2834,78,41,7
2835,28,39,7
2836,19,46,12
2837,44,47,6
2838,28,46,4
2839,65,36,9
2840,67,50,1
2841,1,28,12
2842,37,47,9
2843,8,29,1
2844,80,14,9
2845,20,38,8
2846,46,20,2
2847,3,36,2
2848,6,34,8
2849,59,29,12
2850,98,14,5
2851,45,49,11
2852,57,33,11
2853,31,15,7
2854,93,42,10
2855,96,37,11
2856,26,40,3
2857,7,14,2
2858,55,45,3
2859,46,43,3
2860,97,16,5
2861,65,20,2
2862,76,47,10
2863,26,48,8
2864,64,39,6
2865,49,24,2
2866,83,43,4
2867,91,50,10
2868,63,26,4
2869,23,12,11
2870,42,32,7
2871,69,15,2
2872,19,15,5
2873,75,27,2
2874,15,36,5
2875,56,13,3
2876,56,14,2
2877,79,45,11
2878,49,14,8
2879,28,17,7
2880,29,12,7
2881,14,22,1
2882,55,34,8
2883,74,41,2
2884,6,42,9
2885,17,29,11
2886,26,23,1
2887,8,18,9
2888,7,32,4
2889,17,37,10
2890,39,15,12
2891,77,24,3
2892,41,30,12
2893,24,50,2
2894,16,40,5
2895,87,36,2
2896,22,32,3
2897,82,12,12
2898,36,26,6
2899,3,21,11
2900,72,45,3
2901,61,20,4
2902,21,11,11
2903,83,36,10
2904,81,46,9
2905,9,17,4
2906,32,40,8
2907,22,37,9
2908,3,20,4
2909,71,33,4
2910,44,34,9
2911,57,48,6
2912,79,30,11
2913,74,40,9
2914,10,43,2
2915,47,42,6
2916,25,22,8
2917,80,23,11
2918,10,29,8
2919,100,25,11
2920,6,31,2
2921,31,38,8
2922,76,14,5
2923,60,31,3
2924,82,50,8
2925,62,28,8
2926,90,49,5
2927,63,12,1
2928,55,21,6
2929,1,16,2
2930,2,15,11
2931,77,27,12
2932,82,39,10
2933,85,42,3
2934,37,43,2
2935,8,21,7
2936,32,28,2
2937,64,35,7
2938,31,11,1
2939,62,40,7
2940,16,46,2
2941,44,48,10
2942,93,47,9
2943,43,47,10
2944,63,46,10
2945,1,37,11
2946,4,32,11
2947,94,31,11
2948,25,37,6
2949,79,29,1
2950,33,48,7
2951,8,20,3
2952,46,40,2
2953,32,50,8
2954,46,40,8
2955,29,27,6
2956,66,42,3
2957,61,45,6
2958,60,47,2
2959,5,23,5
2960,47,25,4
2961,62,16,6
2962,40,47,12
2963,80,42,11
2964,36,39,10
2965,14,48,4
2966,15,33,8
2967,7,50,9
2968,62,40,8
2969,63,48,9
2970,32,16,8
2971,57,16,12
2972,40,32,1
2973,39,45,4
2974,92,14,11
2975,27,25,4
2976,12,35,11
2977,90,50,9
2978,4,35,7
2979,1,47,7
2980,47,42,1
2981,55,28,12
2982,97,48,8
2983,32,21,8
2984,25,46,11
2985,90,33,9
2986,63,47,3
2987,23,10,8
2988,44,19,2
2989,23,28,2
2990,96,32,5
2991,10,33,7
2992,81,22,3
2993,55,47,7
2994,67,50,8
2995,98,40,7
2996,31,22,7
2997,49,24,6
2998,38,38,6
2999,14,39,11
3000,41,30,5
3001,71,25,9
3002,87,47,5
3003,8,12,1
3004,42,48,4
3005,8,30,7
3006,96,11,5
3007,61,33,12
3008,94,43,11
3009,48,24,12
3010,43,50,10
3011,14,15,6
3012,30,15,9
3013,72,10,10
3014,64,17,3
3015,21,11,8
3016,18,24,3
3017,9,35,5
3018,98,41,3
3019,76,15,12
3020,60,48,6
3021,7,15,10
3022,99,29,3
3023,52,42,9
3024,45,38,9
3025,24,35,4
3026,96,14,12
3027,77,29,3
3028,40,50,3
3029,32,18,6
3030,48,34,9
3031,45,39,10
3032,14,23,1
3033,48,25,4
3034,3,28,11
3035,27,19,3
3036,54,41,10
3037,33,44,2
3038,25,36,8
3039,21,41,9
3040,58,25,6
3041,22,29,4
3042,67,28,9
3043,84,16,7
3044,43,32,2
3045,25,27,10
3046,93,44,7
3047,88,16,2
3048,36,11,8
3049,99,43,3
3050,99,13,6
3051,67,41,10
3052,6,34,4
3053,100,44,10
3054,22,27,4
3055,40,37,8
3056,75,30,6
3057,91,27,8
3058,16,10,8
3059,88,50,6
3060,88,38,1
3061,53,35,5
3062,52,14,5
3063,83,23,11
3064,16,47,12
3065,24,47,2
3066,99,33,6
3067,45,15,9
3068,7,25,7
3069,80,10,9
3070,56,44,3
3071,39,33,3
3072,88,22,5
3073,85,37,10
3074,4,18,3
3075,19,29,1
3076,6,15,9
3077,65,28,3
3078,26,26,7
3079,21,33,4
3080,24,25,1
3081,48,15,2
3082,5,11,3
3083,21,42,7
3084,14,15,8
3085,10,24,1
3086,20,32,3
3087,12,30,2
3088,32,14,7
3089,6,32,8
3090,60,47,5
3091,24,50,4
3092,23,47,8
3093,50,42,10
3094,40,24,5
3095,80,37,2
3096,81,32,4
3097,48,45,10
3098,11,32,2
3099,8,34,4
3100,60,28,3
3101,35,33,8
3102,20,46,7
3103,49,29,9
3104,98,39,2
3105,90,38,2
3106,19,20,2
3107,20,18,4
3108,63,28,12
3109,17,50,1
3110,100,20,4
3111,17,14,6
3112,92,40,8
3113,65,50,11
3114,89,27,3
3115,97,20,9
3116,64,24,12
3117,83,42,9
3118,13,21,3
3119,42,28,12
3120,86,20,9
3121,80,40,7
3122,79,38,5
3123,69,49,9
3124,4,24,2
3125,40,27,3
3126,79,44,11
3127,60,42,3
3128,20,49,7
3129,48,13,10
3130,33,34,12
3131,44,17,3
3132,91,10,5
3133,22,13,7
3134,44,37,4
3135,11,41,11
3136,38,14,11
3137,26,36,6
3138,63,29,3
3139,90,16,9
3140,74,48,11
3141,10,16,6
3142,25,45,10
3143,95,25,8
3144,43,14,1
3145,34,20,9
3146,21,41,8
3147,73,24,4
3148,57,25,5
3149,30,18,1
3150,97,24,3
3151,43,13,7
3152,97,21,3
3153,30,19,10
3154,82,36,11
3155,76,39,5
3156,37,33,6
3157,92,26,1
3158,7,36,4
3159,85,11,8
3160,34,26,12
3161,57,29,4
3162,25,13,9
3163,44,18,4
3164,3,23,4
3165,15,45,11
3166,28,29,4
3167,83,28,4
3168,37,16,7
3169,56,19,8
3170,100,29,5
3171,31,27,3
3172,26,43,5
3173,17,13,10
3174,49,12,6
3175,89,25,9
3176,78,32,8
3177,37,47,10
3178,67,47,6
3179,49,17,10
3180,94,42,12
3181,65,28,12
3182,27,31,9
3183,97,44,11
3184,39,10,4
3185,4,12,8
3186,91,45,10
3187,7,12,9
3188,100,11,2
3189,32,40,12
3190,38,33,7
3191,64,10,4
3192,8,39,10
3193,52,49,9
3194,34,15,9
3195,53,14,7
3196,75,16,1
3197,91,18,10
3198,34,11,1
3199,64,19,8
3200,93,10,11
3201,27,20,12
3202,83,11,4
3203,67,32,2
3204,43,18,10
3205,14,19,8
3206,50,40,10
3207,53,24,9
3208,1,10,8
3209,17,23,5
3210,40,33,10
3211,13,44,10
3212,68,12,11
3213,51,38,8
3214,36,11,7
3215,3,11,8
3216,4,13,11
3217,80,17,10
